VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,Effect,lsmeans,lsmeans_stderr,covariatestructure
,_,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN,0.003321,0.003007,Heterogeneous First Order Autoregressive
,_,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN,-0.00495,0.002998,Heterogeneous First Order Autoregressive
WEEK 2,4,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00958,0.006856,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.009087,0.006738,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00245,0.006816,Heterogeneous First Order Autoregressive
WEEK 4,5,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00394,0.006863,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01246,0.007219,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00187,0.007304,Heterogeneous First Order Autoregressive
WEEK 6,7,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001852,0.007258,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001678,0.007854,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01052,0.007364,Heterogeneous First Order Autoregressive
WEEK 8,8,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.007546,0.007257,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01713,0.007946,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001165,0.008086,Heterogeneous First Order Autoregressive
WEEK 12,9,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001984,0.007736,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01354,0.008193,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.006449,0.008032,Heterogeneous First Order Autoregressive
WEEK 16,10,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00622,0.007568,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.006260,0.009074,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00135,0.009853,Heterogeneous First Order Autoregressive
WEEK 20,11,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00904,0.007420,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.000946,0.01067,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00476,0.01099,Heterogeneous First Order Autoregressive
WEEK 24,12,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01490,0.005899,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01894,0.009078,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01164,0.008343,Heterogeneous First Order Autoregressive
WEEK 26,13,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01021,0.008403,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01226,0.01283,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01957,0.01252,Heterogeneous First Order Autoregressive
,_,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN,-0.00473,0.002427,Toeplitz
,_,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN,0.003321,0.003007,Toeplitz
,_,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN,-0.00495,0.002998,Toeplitz
WEEK 2,4,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00958,0.006856,Toeplitz
WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.009087,0.006738,Toeplitz
WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00245,0.006816,Toeplitz
WEEK 4,5,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00394,0.006863,Toeplitz
WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01246,0.007219,Toeplitz
WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00187,0.007304,Toeplitz
WEEK 6,7,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001852,0.007258,Toeplitz
WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001678,0.007854,Toeplitz
WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01052,0.007364,Toeplitz
WEEK 8,8,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.007546,0.007257,Toeplitz
WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01713,0.007946,Toeplitz
WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001165,0.008086,Toeplitz
WEEK 12,9,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001984,0.007736,Toeplitz
WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01354,0.008193,Toeplitz
WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.006449,0.008032,Toeplitz
WEEK 16,10,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00622,0.007568,Toeplitz
WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.006260,0.009074,Toeplitz
WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00135,0.009853,Toeplitz
WEEK 20,11,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00904,0.007420,Toeplitz
WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.000946,0.01067,Toeplitz
WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00476,0.01099,Toeplitz
WEEK 24,12,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01490,0.005899,Toeplitz
WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01894,0.009078,Toeplitz
WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01164,0.008343,Toeplitz
WEEK 26,13,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01021,0.008403,Toeplitz
WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01226,0.01283,Toeplitz
WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01957,0.01252,Toeplitz
,_,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN,-0.00473,0.002427,Unstructured
,_,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN,0.003321,0.003007,Unstructured
,_,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN,-0.00495,0.002998,Unstructured
WEEK 2,4,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00958,0.006856,Unstructured
WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.009087,0.006738,Unstructured
WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00245,0.006816,Unstructured
WEEK 4,5,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00394,0.006863,Unstructured
WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01246,0.007219,Unstructured
WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00187,0.007304,Unstructured
WEEK 6,7,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001852,0.007258,Unstructured
WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001678,0.007854,Unstructured
WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01052,0.007364,Unstructured
WEEK 8,8,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.007546,0.007257,Unstructured
WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01713,0.007946,Unstructured
WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001165,0.008086,Unstructured
WEEK 12,9,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.001984,0.007736,Unstructured
WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.01354,0.008193,Unstructured
WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.006449,0.008032,Unstructured
WEEK 16,10,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00622,0.007568,Unstructured
WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.006260,0.009074,Unstructured
WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00135,0.009853,Unstructured
WEEK 20,11,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00904,0.007420,Unstructured
WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,0.000946,0.01067,Unstructured
WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.00476,0.01099,Unstructured
WEEK 24,12,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01490,0.005899,Unstructured
WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01894,0.009078,Unstructured
WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01164,0.008343,Unstructured
WEEK 26,13,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01021,0.008403,Unstructured
WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01226,0.01283,Unstructured
WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01957,0.01252,Unstructured
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2462,0.02966,Compound Symmetry
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3080,0.03691,Compound Symmetry
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1364,0.03621,Compound Symmetry
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2442,0.08326,Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1425,0.08331,Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.001076,0.08299,Compound Symmetry
WEEK 4,5,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3324,0.08469,Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1724,0.08993,Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.04519,0.09026,Compound Symmetry
WEEK 6,7,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.07688,0.08888,Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3424,0.09672,Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2129,0.08909,Compound Symmetry
WEEK 8,8,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1780,0.08852,Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2056,0.1010,Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.00177,0.09741,Compound Symmetry
WEEK 12,9,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2035,0.09459,Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1982,0.1004,Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.03719,0.09662,Compound Symmetry
WEEK 16,10,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3555,0.09191,Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3788,0.1123,Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1192,0.1188,Compound Symmetry
WEEK 20,11,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1674,0.09067,Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4623,0.1300,Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2131,0.1326,Compound Symmetry
WEEK 24,12,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3978,0.07158,Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2545,0.1099,Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1990,0.1003,Compound Symmetry
WEEK 26,13,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2604,0.1034,Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.6155,0.1553,Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4006,0.1505,Compound Symmetry
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2462,0.02966,First Order Autoregressive
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3080,0.03691,First Order Autoregressive
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1364,0.03621,First Order Autoregressive
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2442,0.08326,First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1425,0.08331,First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.001076,0.08299,First Order Autoregressive
WEEK 4,5,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3324,0.08469,First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1724,0.08993,First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.04519,0.09026,First Order Autoregressive
WEEK 6,7,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.07688,0.08888,First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3424,0.09672,First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2129,0.08909,First Order Autoregressive
WEEK 8,8,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1780,0.08852,First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2056,0.1010,First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.00177,0.09741,First Order Autoregressive
WEEK 12,9,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2035,0.09459,First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1982,0.1004,First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.03719,0.09662,First Order Autoregressive
WEEK 16,10,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3555,0.09191,First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3788,0.1123,First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1192,0.1188,First Order Autoregressive
WEEK 20,11,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1674,0.09067,First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4623,0.1300,First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2131,0.1326,First Order Autoregressive
WEEK 24,12,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3978,0.07158,First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2545,0.1099,First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1990,0.1003,First Order Autoregressive
WEEK 26,13,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2604,0.1034,First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.6155,0.1553,First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4006,0.1505,First Order Autoregressive
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2462,0.02966,Heterogeneous Compound Symmetry
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3080,0.03691,Heterogeneous Compound Symmetry
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1364,0.03621,Heterogeneous Compound Symmetry
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2442,0.08326,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1425,0.08331,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.001076,0.08299,Heterogeneous Compound Symmetry
WEEK 4,5,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3324,0.08469,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1724,0.08993,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.04519,0.09026,Heterogeneous Compound Symmetry
WEEK 6,7,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.07688,0.08888,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3424,0.09672,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2129,0.08909,Heterogeneous Compound Symmetry
