VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,Effect,lsmeans,lsmeans_stderr,covariatestructure
WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01855,0.009065,Unstructured
WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01042,0.008258,Unstructured
WEEK 26,13,Placebo,0,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01009,0.008392,Unstructured
WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.01233,0.01282,Unstructured
WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),TRTAN*VISITNUM,-0.02041,0.01233,Unstructured
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2463,0.02960,Compound Symmetry
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3100,0.03675,Compound Symmetry
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1370,0.03609,Compound Symmetry
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2479,0.08290,Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1362,0.08250,Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000183,0.08287,Compound Symmetry
WEEK 4,5,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3322,0.08441,Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1731,0.08850,Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.04519,0.09013,Compound Symmetry
WEEK 6,7,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.07126,0.08834,Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3505,0.09579,Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2152,0.08890,Compound Symmetry
WEEK 8,8,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1740,0.08830,Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2235,0.09910,Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000606,0.09724,Compound Symmetry
WEEK 12,9,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2100,0.09422,Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1885,0.09977,Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.03977,0.09645,Compound Symmetry
WEEK 16,10,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3594,0.09146,Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3676,0.1099,Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1212,0.1186,Compound Symmetry
WEEK 20,11,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1599,0.09017,Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4793,0.1285,Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2072,0.1322,Compound Symmetry
WEEK 24,12,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4000,0.07118,Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2558,0.1096,Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2019,0.09978,Compound Symmetry
WEEK 26,13,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2620,0.1025,Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.6152,0.1550,Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4030,0.1490,Compound Symmetry
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2463,0.02960,First Order Autoregressive
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3100,0.03675,First Order Autoregressive
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1370,0.03609,First Order Autoregressive
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2479,0.08290,First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1362,0.08250,First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000183,0.08287,First Order Autoregressive
WEEK 4,5,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3322,0.08441,First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1731,0.08850,First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.04519,0.09013,First Order Autoregressive
WEEK 6,7,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.07126,0.08834,First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3505,0.09579,First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2152,0.08890,First Order Autoregressive
WEEK 8,8,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1740,0.08830,First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2235,0.09910,First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000606,0.09724,First Order Autoregressive
WEEK 12,9,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2100,0.09422,First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1885,0.09977,First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.03977,0.09645,First Order Autoregressive
WEEK 16,10,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3594,0.09146,First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3676,0.1099,First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1212,0.1186,First Order Autoregressive
WEEK 20,11,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1599,0.09017,First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4793,0.1285,First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2072,0.1322,First Order Autoregressive
WEEK 24,12,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4000,0.07118,First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2558,0.1096,First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2019,0.09978,First Order Autoregressive
WEEK 26,13,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2620,0.1025,First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.6152,0.1550,First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4030,0.1490,First Order Autoregressive
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2463,0.02960,Heterogeneous Compound Symmetry
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3100,0.03675,Heterogeneous Compound Symmetry
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1370,0.03609,Heterogeneous Compound Symmetry
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2479,0.08290,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1362,0.08250,Heterogeneous Compound Symmetry
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000183,0.08287,Heterogeneous Compound Symmetry
WEEK 4,5,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3322,0.08441,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1731,0.08850,Heterogeneous Compound Symmetry
WEEK 4,5,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.04519,0.09013,Heterogeneous Compound Symmetry
WEEK 6,7,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.07126,0.08834,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3505,0.09579,Heterogeneous Compound Symmetry
WEEK 6,7,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2152,0.08890,Heterogeneous Compound Symmetry
WEEK 8,8,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1740,0.08830,Heterogeneous Compound Symmetry
WEEK 8,8,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2235,0.09910,Heterogeneous Compound Symmetry
WEEK 8,8,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000606,0.09724,Heterogeneous Compound Symmetry
WEEK 12,9,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2100,0.09422,Heterogeneous Compound Symmetry
WEEK 12,9,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1885,0.09977,Heterogeneous Compound Symmetry
WEEK 12,9,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.03977,0.09645,Heterogeneous Compound Symmetry
WEEK 16,10,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3594,0.09146,Heterogeneous Compound Symmetry
WEEK 16,10,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3676,0.1099,Heterogeneous Compound Symmetry
WEEK 16,10,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1212,0.1186,Heterogeneous Compound Symmetry
WEEK 20,11,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1599,0.09017,Heterogeneous Compound Symmetry
WEEK 20,11,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4793,0.1285,Heterogeneous Compound Symmetry
WEEK 20,11,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2072,0.1322,Heterogeneous Compound Symmetry
WEEK 24,12,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4000,0.07118,Heterogeneous Compound Symmetry
WEEK 24,12,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2558,0.1096,Heterogeneous Compound Symmetry
WEEK 24,12,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2019,0.09978,Heterogeneous Compound Symmetry
WEEK 26,13,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2620,0.1025,Heterogeneous Compound Symmetry
WEEK 26,13,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.6152,0.1550,Heterogeneous Compound Symmetry
WEEK 26,13,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4030,0.1490,Heterogeneous Compound Symmetry
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2463,0.02960,Heterogeneous First Order Autoregressive
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3100,0.03675,Heterogeneous First Order Autoregressive
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1370,0.03609,Heterogeneous First Order Autoregressive
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2479,0.08290,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1362,0.08250,Heterogeneous First Order Autoregressive
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000183,0.08287,Heterogeneous First Order Autoregressive
WEEK 4,5,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3322,0.08441,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1731,0.08850,Heterogeneous First Order Autoregressive
WEEK 4,5,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.04519,0.09013,Heterogeneous First Order Autoregressive
WEEK 6,7,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.07126,0.08834,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3505,0.09579,Heterogeneous First Order Autoregressive
WEEK 6,7,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2152,0.08890,Heterogeneous First Order Autoregressive
WEEK 8,8,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1740,0.08830,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2235,0.09910,Heterogeneous First Order Autoregressive
WEEK 8,8,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000606,0.09724,Heterogeneous First Order Autoregressive
WEEK 12,9,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2100,0.09422,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1885,0.09977,Heterogeneous First Order Autoregressive
WEEK 12,9,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.03977,0.09645,Heterogeneous First Order Autoregressive
WEEK 16,10,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3594,0.09146,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3676,0.1099,Heterogeneous First Order Autoregressive
WEEK 16,10,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1212,0.1186,Heterogeneous First Order Autoregressive
WEEK 20,11,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1599,0.09017,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4793,0.1285,Heterogeneous First Order Autoregressive
WEEK 20,11,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2072,0.1322,Heterogeneous First Order Autoregressive
WEEK 24,12,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4000,0.07118,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2558,0.1096,Heterogeneous First Order Autoregressive
WEEK 24,12,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2019,0.09978,Heterogeneous First Order Autoregressive
WEEK 26,13,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2620,0.1025,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.6152,0.1550,Heterogeneous First Order Autoregressive
WEEK 26,13,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4030,0.1490,Heterogeneous First Order Autoregressive
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2463,0.02960,Toeplitz
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3100,0.03675,Toeplitz
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1370,0.03609,Toeplitz
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2479,0.08290,Toeplitz
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1362,0.08250,Toeplitz
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000183,0.08287,Toeplitz
WEEK 4,5,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3322,0.08441,Toeplitz
WEEK 4,5,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1731,0.08850,Toeplitz
WEEK 4,5,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.04519,0.09013,Toeplitz
WEEK 6,7,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.07126,0.08834,Toeplitz
WEEK 6,7,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3505,0.09579,Toeplitz
WEEK 6,7,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2152,0.08890,Toeplitz
WEEK 8,8,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1740,0.08830,Toeplitz
WEEK 8,8,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2235,0.09910,Toeplitz
WEEK 8,8,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000606,0.09724,Toeplitz
WEEK 12,9,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2100,0.09422,Toeplitz
WEEK 12,9,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1885,0.09977,Toeplitz
WEEK 12,9,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.03977,0.09645,Toeplitz
WEEK 16,10,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3594,0.09146,Toeplitz
WEEK 16,10,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.3676,0.1099,Toeplitz
WEEK 16,10,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1212,0.1186,Toeplitz
WEEK 20,11,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1599,0.09017,Toeplitz
WEEK 20,11,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4793,0.1285,Toeplitz
WEEK 20,11,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2072,0.1322,Toeplitz
WEEK 24,12,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4000,0.07118,Toeplitz
WEEK 24,12,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2558,0.1096,Toeplitz
WEEK 24,12,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2019,0.09978,Toeplitz
WEEK 26,13,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2620,0.1025,Toeplitz
WEEK 26,13,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.6152,0.1550,Toeplitz
WEEK 26,13,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.4030,0.1490,Toeplitz
,_,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.2463,0.02960,Unstructured
,_,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.3100,0.03675,Unstructured
,_,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN,-0.1370,0.03609,Unstructured
WEEK 2,4,Placebo,0,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.2479,0.08290,Unstructured
WEEK 2,4,Xanomeline Low Dose,54,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,-0.1362,0.08250,Unstructured
WEEK 2,4,Xanomeline High Dose,81,MCHC,Ery. Mean Corpuscular HGB Concentration (mmol/L),TRTAN*VISITNUM,0.000183,0.08287,Unstructured
