reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,lsmeans_difference,pval_interaction,lowerci95,upperci95,covariatestructure
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00224,0.88386327793328000,-0.03229,0.02781,Toeplitz
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.008088,0.64930859027444000,-0.02679,0.04297,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01033,0.48885461449142000,-0.03958,0.01893,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01866,0.05224038943886210,-0.00018,0.03750,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01152,0.22905135955413000,-0.00726,0.03031,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007136,0.46024652126329000,-0.01181,0.02608,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01640,0.09919843967620000,-0.00310,0.03590,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01433,0.16266735409105000,-0.00579,0.03444,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.002074,0.83590487450006000,-0.01756,0.02171,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00031,0.97657337427137000,-0.02127,0.02065,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01239,0.24948841487045000,-0.00870,0.03348,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01270,0.21886205800342000,-0.03296,0.007553,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009834,0.35965627360625000,-0.01122,0.03089,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01666,0.14022383447398000,-0.00548,0.03880,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00683,0.52865429646820000,-0.02807,0.01442,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01163,0.30140016247532000,-0.01044,0.03370,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007463,0.51386905139841000,-0.01495,0.02988,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004168,0.70759767067736000,-0.01763,0.02596,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01298,0.27168305619668000,-0.01017,0.03613,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007064,0.59692305331275000,-0.01913,0.03326,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.005915,0.63307131036731000,-0.01838,0.03021,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01092,0.39901454301346000,-0.01446,0.03630,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009446,0.53570375477366000,-0.02046,0.03935,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.001471,0.91135374231705000,-0.02444,0.02738,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00324,0.76458981829687000,-0.02444,0.01796,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00813,0.50720080156213000,-0.03217,0.01591,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004893,0.62966403637124000,-0.01501,0.02479,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00224,0.88386327793328000,-0.03229,0.02781,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.008088,0.64930859027444000,-0.02679,0.04297,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01033,0.48885461449142000,-0.03958,0.01893,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01866,0.05224038943886210,-0.00018,0.03750,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01152,0.22905135955413000,-0.00726,0.03031,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007136,0.46024652126329000,-0.01181,0.02608,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01640,0.09919843967620000,-0.00310,0.03590,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01433,0.16266735409105000,-0.00579,0.03444,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.002074,0.83590487450006000,-0.01756,0.02171,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00031,0.97657337427137000,-0.02127,0.02065,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01239,0.24948841487045000,-0.00870,0.03348,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01270,0.21886205800342000,-0.03296,0.007553,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009834,0.35965627360625000,-0.01122,0.03089,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01666,0.14022383447398000,-0.00548,0.03880,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00683,0.52865429646820000,-0.02807,0.01442,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01163,0.30140016247532000,-0.01044,0.03370,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007463,0.51386905139841000,-0.01495,0.02988,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004168,0.70759767067736000,-0.01763,0.02596,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01298,0.27168305619668000,-0.01017,0.03613,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007064,0.59692305331275000,-0.01913,0.03326,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.005915,0.63307131036731000,-0.01838,0.03021,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01092,0.39901454301346000,-0.01446,0.03630,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009446,0.53570375477366000,-0.02046,0.03935,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.001471,0.91135374231705000,-0.02444,0.02738,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00324,0.76458981829687000,-0.02444,0.01796,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00813,0.50720080156213000,-0.03217,0.01591,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004893,0.62966403637124000,-0.01501,0.02479,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00224,0.88386327793328000,-0.03229,0.02781,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.008088,0.64930859027444000,-0.02679,0.04297,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01033,0.48885461449142000,-0.03958,0.01893,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01866,0.05224038943886210,-0.00018,0.03750,First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01152,0.22905135955413000,-0.00726,0.03031,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007136,0.46024652126329000,-0.01181,0.02608,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01640,0.09919843967620000,-0.00310,0.03590,First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01433,0.16266735409105000,-0.00579,0.03444,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.002074,0.83590487450006000,-0.01756,0.02171,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00031,0.97657337427137000,-0.02127,0.02065,First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01239,0.24948841487045000,-0.00870,0.03348,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01270,0.21886205800342000,-0.03296,0.007553,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009834,0.35965627360625000,-0.01122,0.03089,First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01666,0.14022383447398000,-0.00548,0.03880,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00683,0.52865429646820000,-0.02807,0.01442,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01163,0.30140016247532000,-0.01044,0.03370,First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007463,0.51386905139841000,-0.01495,0.02988,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004168,0.70759767067736000,-0.01763,0.02596,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01298,0.27168305619668000,-0.01017,0.03613,First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007064,0.59692305331275000,-0.01913,0.03326,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.005915,0.63307131036731000,-0.01838,0.03021,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01092,0.39901454301346000,-0.01446,0.03630,First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009446,0.53570375477366000,-0.02046,0.03935,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.001471,0.91135374231705000,-0.02444,0.02738,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00324,0.76458981829687000,-0.02444,0.01796,First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00813,0.50720080156213000,-0.03217,0.01591,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004893,0.62966403637124000,-0.01501,0.02479,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00224,0.88386327793328000,-0.03229,0.02781,First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.008088,0.64930859027444000,-0.02679,0.04297,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01033,0.48885461449142000,-0.03958,0.01893,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01866,0.05224038943886210,-0.00018,0.03750,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01152,0.22905135955413000,-0.00726,0.03031,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007136,0.46024652126329000,-0.01181,0.02608,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01640,0.09919843967620000,-0.00310,0.03590,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01433,0.16266735409105000,-0.00579,0.03444,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.002074,0.83590487450006000,-0.01756,0.02171,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00031,0.97657337427137000,-0.02127,0.02065,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01239,0.24948841487045000,-0.00870,0.03348,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01270,0.21886205800342000,-0.03296,0.007553,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009834,0.35965627360625000,-0.01122,0.03089,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01666,0.14022383447398000,-0.00548,0.03880,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00683,0.52865429646820000,-0.02807,0.01442,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01163,0.30140016247532000,-0.01044,0.03370,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007463,0.51386905139841000,-0.01495,0.02988,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004168,0.70759767067736000,-0.01763,0.02596,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01298,0.27168305619668000,-0.01017,0.03613,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007064,0.59692305331275000,-0.01913,0.03326,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.005915,0.63307131036731000,-0.01838,0.03021,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01092,0.39901454301346000,-0.01446,0.03630,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009446,0.53570375477366000,-0.02046,0.03935,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.001471,0.91135374231705000,-0.02444,0.02738,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00324,0.76458981829687000,-0.02444,0.01796,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00813,0.50720080156213000,-0.03217,0.01591,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004893,0.62966403637124000,-0.01501,0.02479,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00224,0.88386327793328000,-0.03229,0.02781,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.008088,0.64930859027444000,-0.02679,0.04297,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01033,0.48885461449142000,-0.03958,0.01893,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1182,0.05348333378340520,-0.00177,0.2381,Unstructured
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.00816,0.89352432667856000,-0.1278,0.1114,Unstructured
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.1263,0.04023151714022690,0.005636,0.2470,Unstructured
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01702,0.78799762245904000,-0.1071,0.1412,Unstructured
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06102,0.34880412213952000,-0.06669,0.1887,Unstructured
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.04400,0.48866595199765000,-0.1686,0.08060,Unstructured
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06671,0.32695946868281000,-0.06673,0.2001,Unstructured
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1206,0.08038682598408000,-0.01460,0.2557,Unstructured
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.05385,0.41612016373814000,-0.1837,0.07600,Unstructured
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.08603,0.20815523751869000,-0.04798,0.2200,Unstructured
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1147,0.11051926959169000,-0.02620,0.2556,Unstructured
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02867,0.67751930712113000,-0.1639,0.1065,Unstructured
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05701,0.42622498639458000,-0.08349,0.1975,Unstructured
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05942,0.41423043505488000,-0.08329,0.2021,Unstructured
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.00241,0.97282855605515000,-0.1411,0.1363,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04319,0.56551270700033000,-0.1906,0.1042,Unstructured
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.09256,0.27677702621787000,-0.2594,0.07431,Unstructured
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.04937,0.53137285666544000,-0.1053,0.2040,Unstructured
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01352,0.86964309551723000,-0.1481,0.1751,Unstructured
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04142,0.66947328342089000,-0.2317,0.1488,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05494,0.51339096798141000,-0.1099,0.2198,Unstructured
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.004688,0.94567149884828000,-0.1302,0.1396,Unstructured
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.03394,0.66370748230284000,-0.1191,0.1870,Unstructured
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02925,0.65027201428143000,-0.1558,0.09727,Unstructured
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1175,0.22864388149613000,-0.3088,0.07384,Unstructured
