reftrta,reftrtan,VISIT,VISITNUM,TRTA,TRTAN,PARAMCD,PARAM,lsmeans_difference,pval_interaction,lowerci95,upperci95,covariatestructure
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004288,0.74710744293696000,-0.02179,0.03036,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00403,0.70986348622654000,-0.02530,0.01723,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00730,0.55252104315642000,-0.03141,0.01680,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.003267,0.75039011619123000,-0.01687,0.02341,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00205,0.89363008927152000,-0.03213,0.02803,Heterogeneous First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007305,0.68328156873692000,-0.02781,0.04242,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00936,0.53623613594146000,-0.03902,0.02031,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01867,0.05226440091104500,-0.00018,0.03753,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01154,0.22877013122969000,-0.00726,0.03034,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007130,0.46087425365068000,-0.01183,0.02609,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01640,0.09938449040688000,-0.00311,0.03591,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01433,0.16301068042900000,-0.00581,0.03447,Heterogeneous Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.002071,0.83633148558610000,-0.01759,0.02173,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00017,0.98695651910154000,-0.02115,0.02080,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01220,0.25729856232433000,-0.00892,0.03331,Heterogeneous Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01237,0.23194330234411000,-0.03267,0.007922,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009580,0.37305449148739000,-0.01151,0.03067,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01596,0.16115501508475000,-0.00637,0.03829,Heterogeneous Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00638,0.55743120087919000,-0.02771,0.01495,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01155,0.30511462678744000,-0.01054,0.03364,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007087,0.53814208174087000,-0.01549,0.02966,Heterogeneous Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004465,0.68928543167706000,-0.01743,0.02636,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01248,0.29119489514231000,-0.01071,0.03567,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007610,0.56943247470393000,-0.01862,0.03384,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004871,0.69541872583000000,-0.01953,0.02927,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009990,0.44078254631004000,-0.01542,0.03540,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.005703,0.71081622220119000,-0.02446,0.03587,Heterogeneous Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004288,0.74710744293696000,-0.02179,0.03036,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00403,0.70986348622654000,-0.02530,0.01723,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00730,0.55252104315642000,-0.03141,0.01680,Heterogeneous Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.003267,0.75039011619123000,-0.01687,0.02341,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00205,0.89363008927152000,-0.03213,0.02803,Heterogeneous Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007305,0.68328156873692000,-0.02781,0.04242,Heterogeneous Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00936,0.53623613594146000,-0.03902,0.02031,Heterogeneous Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01867,0.05226440091104500,-0.00018,0.03753,First Order Autoregressive
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01154,0.22877013122969000,-0.00726,0.03034,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007130,0.46087425365068000,-0.01183,0.02609,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01640,0.09938449040688000,-0.00311,0.03591,First Order Autoregressive
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01433,0.16301068042900000,-0.00581,0.03447,First Order Autoregressive
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.002071,0.83633148558610000,-0.01759,0.02173,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00017,0.98695651910154000,-0.02115,0.02080,First Order Autoregressive
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01220,0.25729856232433000,-0.00892,0.03331,First Order Autoregressive
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01237,0.23194330234411000,-0.03267,0.007922,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009580,0.37305449148739000,-0.01151,0.03067,First Order Autoregressive
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01596,0.16115501508475000,-0.00637,0.03829,First Order Autoregressive
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00638,0.55743120087919000,-0.02771,0.01495,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01155,0.30511462678744000,-0.01054,0.03364,First Order Autoregressive
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007087,0.53814208174087000,-0.01549,0.02966,First Order Autoregressive
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004465,0.68928543167706000,-0.01743,0.02636,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01248,0.29119489514231000,-0.01071,0.03567,First Order Autoregressive
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007610,0.56943247470393000,-0.01862,0.03384,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004871,0.69541872583000000,-0.01953,0.02927,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009990,0.44078254631004000,-0.01542,0.03540,First Order Autoregressive
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.005703,0.71081622220119000,-0.02446,0.03587,First Order Autoregressive
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004288,0.74710744293696000,-0.02179,0.03036,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00403,0.70986348622654000,-0.02530,0.01723,First Order Autoregressive
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00730,0.55252104315642000,-0.03141,0.01680,First Order Autoregressive
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.003267,0.75039011619123000,-0.01687,0.02341,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00205,0.89363008927152000,-0.03213,0.02803,First Order Autoregressive
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007305,0.68328156873692000,-0.02781,0.04242,First Order Autoregressive
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00936,0.53623613594146000,-0.03902,0.02031,First Order Autoregressive
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01867,0.05226440091104500,-0.00018,0.03753,Compound Symmetry
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01154,0.22877013122969000,-0.00726,0.03034,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007130,0.46087425365068000,-0.01183,0.02609,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01640,0.09938449040688000,-0.00311,0.03591,Compound Symmetry
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01433,0.16301068042900000,-0.00581,0.03447,Compound Symmetry
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.002071,0.83633148558610000,-0.01759,0.02173,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00017,0.98695651910154000,-0.02115,0.02080,Compound Symmetry
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01220,0.25729856232433000,-0.00892,0.03331,Compound Symmetry
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.01237,0.23194330234411000,-0.03267,0.007922,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009580,0.37305449148739000,-0.01151,0.03067,Compound Symmetry
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01596,0.16115501508475000,-0.00637,0.03829,Compound Symmetry
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00638,0.55743120087919000,-0.02771,0.01495,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01155,0.30511462678744000,-0.01054,0.03364,Compound Symmetry
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007087,0.53814208174087000,-0.01549,0.02966,Compound Symmetry
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004465,0.68928543167706000,-0.01743,0.02636,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.01248,0.29119489514231000,-0.01071,0.03567,Compound Symmetry
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007610,0.56943247470393000,-0.01862,0.03384,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004871,0.69541872583000000,-0.01953,0.02927,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.009990,0.44078254631004000,-0.01542,0.03540,Compound Symmetry
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.005703,0.71081622220119000,-0.02446,0.03587,Compound Symmetry
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.004288,0.74710744293696000,-0.02179,0.03036,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00403,0.70986348622654000,-0.02530,0.01723,Compound Symmetry
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00730,0.55252104315642000,-0.03141,0.01680,Compound Symmetry
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.003267,0.75039011619123000,-0.01687,0.02341,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00205,0.89363008927152000,-0.03213,0.02803,Compound Symmetry
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),0.007305,0.68328156873692000,-0.02781,0.04242,Compound Symmetry
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,MCH,Ery. Mean Corpuscular Hemoglobin (fmol(Fe)),-0.00936,0.53623613594146000,-0.03902,0.02031,Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Heterogeneous First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Heterogeneous Compound Symmetry
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,First Order Autoregressive
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,MACROCY,Macrocytes,0,,,,Compound Symmetry
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1181,0.05368276566354920,-0.00187,0.2381,Unstructured
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.00803,0.89543486418008000,-0.1278,0.1118,Unstructured
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.1261,0.04120841786877120,0.005039,0.2472,Unstructured
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01847,0.77054178781962000,-0.1057,0.1427,Unstructured
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06481,0.32172658210688000,-0.06343,0.1931,Unstructured
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.04634,0.46658041538400000,-0.1711,0.07846,Unstructured
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06535,0.33690745489217000,-0.06809,0.1988,Unstructured
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1218,0.07738326261513000,-0.01338,0.2569,Unstructured
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.05642,0.39444077881423000,-0.1863,0.07349,Unstructured
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.08245,0.22777943614874000,-0.05158,0.2165,Unstructured
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1034,0.15121515994242000,-0.03786,0.2447,Unstructured
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02099,0.76108727537580000,-0.1564,0.1144,Unstructured
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05988,0.40400658786541000,-0.08083,0.2006,Unstructured
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06551,0.37124074978029000,-0.07815,0.2092,Unstructured
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.00563,0.93668523732126000,-0.1446,0.1333,Unstructured
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04782,0.52520822429745000,-0.1954,0.09977,Unstructured
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1040,0.22479564041799000,-0.2720,0.06399,Unstructured
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05619,0.47738834748230000,-0.09889,0.2113,Unstructured
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01614,0.84469963197620000,-0.1455,0.1777,Unstructured
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.03697,0.70328081315504000,-0.2273,0.1534,Unstructured
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05312,0.52745616712187000,-0.1117,0.2180,Unstructured
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.004260,0.95062344405635000,-0.1307,0.1392,Unstructured
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.03189,0.68364466576435000,-0.1216,0.1854,Unstructured
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02763,0.66918781146057000,-0.1545,0.09920,Unstructured
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1178,0.22724915331293000,-0.3091,0.07349,Unstructured
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.2144,0.05950769213833700,-0.4374,0.008604,Unstructured
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.09658,0.31112137972486000,-0.09039,0.2835,Unstructured
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1181,0.05368276566354920,-0.00187,0.2381,Toeplitz
Xanomeline High Dose,81,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.00803,0.89543486418008000,-0.1278,0.1118,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.1261,0.04120841786877120,0.005039,0.2472,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01847,0.77054178781962000,-0.1057,0.1427,Toeplitz
Xanomeline High Dose,81,WEEK 4,5,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06481,0.32172658210688000,-0.06343,0.1931,Toeplitz
Placebo,0,WEEK 4,5,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.04634,0.46658041538400000,-0.1711,0.07846,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06535,0.33690745489217000,-0.06809,0.1988,Toeplitz
Xanomeline High Dose,81,WEEK 6,7,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1218,0.07738326261513000,-0.01338,0.2569,Toeplitz
Placebo,0,WEEK 6,7,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.05642,0.39444077881423000,-0.1863,0.07349,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.08245,0.22777943614874000,-0.05158,0.2165,Toeplitz
Xanomeline High Dose,81,WEEK 8,8,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1034,0.15121515994242000,-0.03786,0.2447,Toeplitz
Placebo,0,WEEK 8,8,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02099,0.76108727537580000,-0.1564,0.1144,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.05988,0.40400658786541000,-0.08083,0.2006,Toeplitz
Xanomeline High Dose,81,WEEK 12,9,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.06551,0.37124074978029000,-0.07815,0.2092,Toeplitz
Placebo,0,WEEK 12,9,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.00563,0.93668523732126000,-0.1446,0.1333,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.04782,0.52520822429745000,-0.1954,0.09977,Toeplitz
Xanomeline High Dose,81,WEEK 16,10,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1040,0.22479564041799000,-0.2720,0.06399,Toeplitz
Placebo,0,WEEK 16,10,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05619,0.47738834748230000,-0.09889,0.2113,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.01614,0.84469963197620000,-0.1455,0.1777,Toeplitz
Xanomeline High Dose,81,WEEK 20,11,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.03697,0.70328081315504000,-0.2273,0.1534,Toeplitz
Placebo,0,WEEK 20,11,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.05312,0.52745616712187000,-0.1117,0.2180,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.004260,0.95062344405635000,-0.1307,0.1392,Toeplitz
Xanomeline High Dose,81,WEEK 24,12,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.03189,0.68364466576435000,-0.1216,0.1854,Toeplitz
Placebo,0,WEEK 24,12,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),-0.02763,0.66918781146057000,-0.1545,0.09920,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.1178,0.22724915331293000,-0.3091,0.07349,Toeplitz
Xanomeline High Dose,81,WEEK 26,13,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),-0.2144,0.05950769213833700,-0.4374,0.008604,Toeplitz
Placebo,0,WEEK 26,13,Xanomeline High Dose,81,LYM,Lymphocytes (GI/L),0.09658,0.31112137972486000,-0.09039,0.2835,Toeplitz
Placebo,0,WEEK 2,4,Xanomeline Low Dose,54,LYM,Lymphocytes (GI/L),0.1181,0.05368276566354920,-0.00187,0.2381,Heterogeneous First Order Autoregressive
