"PARAMCD","weight","corr","contrast","VISIT","estimate","SE","df","lower.CL","upper.CL"
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.0436073125355953,0.0699882595203807,1433,-0.12059515806737,0.207809783138561
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 6",-0.0553513409198608,0.069812180493944,1433,-0.219140704933801,0.108438023094079
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 6",0.0401890985678455,0.0690718350918423,1433,-0.121863309205752,0.202241506341443
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.0955404394877063,0.0723630659669601,1433,-0.0742336668210823,0.265314545796495
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 8",-0.0756973200589723,0.0705347882127063,1433,-0.241182025170272,0.0897873850523271
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 8",0.0548249679136383,0.0708649182093835,1433,-0.111434269404148,0.221084205231425
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.130522287972611,0.0747447603748494,1433,-0.0448396141847489,0.30588419012997
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 12",-0.0408507680529612,0.0695903659568916,1433,-0.204119723426234,0.122418187320312
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 12",-0.00573574709742352,0.0694831887871098,1433,-0.168753249495712,0.157281755300865
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.0351150209555377,0.0743622588001677,1433,-0.139349477780124,0.209579519691199
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 16",0.0261622650082694,0.0748256294722371,1433,-0.149389367622137,0.201713897638675
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 16",-0.0461794470600479,0.0767272901874923,1433,-0.226192647813927,0.133833753693831
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",-0.0723417120683173,0.0851665279972824,1433,-0.272154572191779,0.127471148055145
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 20",0.0218533155322329,0.0888926272332716,1433,-0.186701506521045,0.230408137585511
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 20",-0.0439090114577622,0.087842498241292,1433,-0.250000080645681,0.162182057730156
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",-0.0657623269899951,0.102490585750297,1433,-0.306219905290584,0.174695251310594
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 24",-0.0225123581114263,0.103983197548476,1433,-0.266471817250197,0.221447101027345
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 24",0.034980312611841,0.0989121613611873,1433,-0.197081770078707,0.267042395302389
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",0.0574926707232673,0.118517639657168,1433,-0.220566669158901,0.335552010605436
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 26",0.144461617837918,0.102193315888873,1433,-0.095298522835045,0.38422175851088
"LYM","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 26",-0.0837143076452384,0.0996828709847997,1433,-0.31758458538424,0.150155970093763
"LYM","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",-0.228175925483156,0.118498211165982,1433,-0.506189683345215,0.049837832378903
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.125482061459548,0.0594231095827345,1433,-0.26489717867009,0.0139330557509948
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.114154636849145,0.059581823911477,1433,-0.253942120583419,0.0256328468851291
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.0113274246104028,0.060411709799861,1433,-0.13040709015629,0.153061939377096
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 4",-0.0254004872180746,0.067803815648961,1433,-0.184477939953205,0.133676965517056
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 4",0.0222208234035865,0.0678828765912009,1433,-0.137042117613907,0.18148376442108
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.0476213106216611,0.0698604895389473,1433,-0.11628139332381,0.211524014567132
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 6",-0.0469043775575003,0.069136331339503,1433,-0.209108102756093,0.115299347641092
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 6",0.0281730424728762,0.068488156685437,1433,-0.132509972247856,0.188856057193608
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.0750774200303765,0.0714654353167104,1433,-0.0925907163418825,0.242745556402636
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 8",-0.0726135581148827,0.0720378244370815,1433,-0.241624601259724,0.096397485029959
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 8",0.0373105559038736,0.0723774508565103,1433,-0.132497299413958,0.207118411221706
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.109924114018756,0.075941508501964,1433,-0.0682455304729367,0.288093758510449
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 12",-0.0264197749368443,0.06764198636959,1433,-0.185117553028388,0.1322780031547
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.0214581175934572,0.0674413460901526,1433,-0.179685164882266,0.136768929695352
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.00496165734338706,0.0716620387898003,1433,-0.163167738906339,0.173091053593113
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 16",0.0044638957572227,0.0721958350886569,1433,-0.164917862984036,0.173845654498481
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 16",-0.0516484725133207,0.07368017118289,1433,-0.224512696107234,0.121215751080593
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",-0.0561123682705434,0.0809450161174642,1433,-0.246020957519201,0.133796220978115
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 20",-0.0213136127168369,0.0830822169206657,1433,-0.216236380835854,0.173609155402181
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 20",-0.0537387047944076,0.0817303878439995,1433,-0.245489888482798,0.138012478893983
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",-0.0324250920775707,0.0938892449740509,1433,-0.25270269425593,0.187852510100789
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.0514740673044078,0.0984920871192459,1433,-0.282550595720051,0.179602461111235
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 24",0.0197107067142604,0.0937109099662012,1433,-0.200148496019898,0.239569909448419
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",0.0711847740186682,0.109996285602268,1433,-0.186882250033876,0.329251798071212
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 26",0.0877711175931163,0.0917040945073481,1433,-0.127379808943776,0.302922044130008
"LYM","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 26",-0.101970551181029,0.0897852449124161,1433,-0.312619582023379,0.10867847966132
"LYM","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",-0.189741668774146,0.104361199684172,1433,-0.434587975006982,0.055104637458691
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.125454512022872,0.0592613481735465,1398,-0.264493740870739,0.0135847168249947
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.115076194535986,0.0594407778051024,1398,-0.254536401953745,0.0243840128817725
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.0103783174868856,0.0603263551411928,1398,-0.13115963526894,0.151916270242712
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 4",-0.0250700875627761,0.0664183753163866,1398,-0.180901164140289,0.130760989014737
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 4",0.0162351526161588,0.0665524757485502,1398,-0.139910550969528,0.172380856201846
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.0413052401789349,0.068373241779519,1398,-0.119112352465315,0.201722832823185
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 6",-0.0478556489706743,0.0682905368419525,1398,-0.208079198936255,0.112367900994906
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 6",0.0306702444010204,0.067745832838773,1398,-0.128275318699823,0.189615807501864
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.0785258933716947,0.0707286865702893,1398,-0.0874180539269137,0.244469840670303
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 8",-0.0778889798428332,0.0726923114070092,1398,-0.248439992141794,0.0926620324561277
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 8",0.0517597654080816,0.0729109248290265,1398,-0.119304158637741,0.222823689453904
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.129648745250915,0.0765469602459487,1398,-0.0499460606599624,0.309243551161792
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 12",-0.0291254447093162,0.0675463953372827,1398,-0.187603086690151,0.129352197271519
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.0197490325253283,0.0674598847579791,1398,-0.178023703014554,0.138525637963898
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.00937641218398789,0.0714443942805046,1398,-0.15824673160906,0.176999555977036
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 16",0.00774896914540271,0.0723993874141883,1398,-0.162114783627272,0.177612721918077
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 16",-0.0440515886726682,0.0739885045692935,1398,-0.217643734919411,0.129540557574075
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",-0.0518005578180709,0.0812439142233122,1398,-0.242415377263471,0.138814261627329
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 20",-0.00412168025772293,0.0836792886323235,1398,-0.200450385570065,0.192207025054619
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 20",-0.0449893975168802,0.0824536973659348,1398,-0.238442615351915,0.148463820318155
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",-0.0408677172591573,0.0948842902421418,1398,-0.263485645329406,0.181750210811092
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.0425237257142644,0.0942603403875989,1398,-0.263677739963968,0.178630288535439
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 24",0.0358686766234184,0.0898216324108382,1398,-0.174871221964212,0.246608575211049
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",0.0783924023376828,0.106454519699433,1398,-0.171371647630157,0.328156452305522
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 26",0.0920942771187758,0.0914831979054078,1398,-0.122543993547206,0.306732547784758
"LYM","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 26",-0.109498329584334,0.0897338229999375,1398,-0.3200322093561,0.101035550187433
"LYM","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",-0.201592606703109,0.104107677230525,1398,-0.445850484820981,0.0426652714147621
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 2",-0.018898418455018,0.01059729363157,1434,-0.0437611674866307,0.00596433057659469
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 2",-0.00490391615882909,0.0106066222186534,1434,-0.0297885513745506,0.0199807190568925
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.0139945022961889,0.010769845626007,1434,-0.0112730781085785,0.0392620827009564
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 4",-0.0156645834807041,0.0100001243609861,1434,-0.0391262889798731,0.00779712201846488
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 4",-0.00307581452322509,0.0100107619396506,1434,-0.0265624772858081,0.020410848239358
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.012588768957479,0.0102676201652456,1434,-0.0115005195151861,0.0366780574301442
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 6",0.006250142972729,0.0108754131818686,1434,-0.0192651138424994,0.0317653997879574
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 6",0.0147317991930198,0.0107421890440897,1434,-0.0104708949606738,0.0399344933467135
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.00848165622029083,0.0112280211539066,1434,-0.0178608687466108,0.0348241811871925
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 8",-0.0138470302759207,0.0107722545926089,1434,-0.0391202624568993,0.0114262019050579
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 8",-0.0031527941456839,0.0108031980942943,1434,-0.0284986241561943,0.0221930358648265
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.0106942361302368,0.0113715997567337,1434,-0.0159851445370453,0.0373736167975189
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 12",-0.01379846827438,0.0111302344431866,1434,-0.0399115717935247,0.0123146352447647
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 12",-0.00337704002874334,0.011132653789444,1434,-0.0294958196762384,0.0227417396187517
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.0104214282456367,0.0118740549207908,1434,-0.0174367832701532,0.0382796397614265
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 16",-0.0074038004556253,0.0120174040086689,1434,-0.035598329197278,0.0207907282860274
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 16",-0.00319343130264986,0.0123130394861168,1434,-0.0320815626692907,0.025694700063991
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00421036915297545,0.013574244687626,1434,-0.027636727916859,0.0360574662228099
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 20",-0.0146573469745857,0.0118137299618275,1434,-0.0423740276083229,0.0130593336591515
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 20",-0.00259658048376528,0.0117553363000149,1434,-0.0301762613315986,0.0249831003640681
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.0120607664908204,0.0135845522079752,1434,-0.0198105134789591,0.0439320464606
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 24",-0.00661133236349793,0.0149874951489693,1434,-0.0417741148112023,0.0285514500842064
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 24",-0.00842986385524221,0.0144061931047809,1434,-0.042228829526825,0.0253691018163406
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.00181853149174428,0.0171135968002523,1434,-0.0419694489868791,0.0383323860033905
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 26",-0.00285062780216123,0.0153613716217571,1434,-0.0388905773110911,0.0331893217067687
"MCH","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 26",0.00867997687240217,0.0150408547846689,1434,-0.026607994824269,0.0439679485690734
"MCH","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.0115306046745634,0.0178003839042613,1434,-0.030231612459779,0.0532928218089058
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.0200860625394503,0.0106288840107855,1434,-0.0450229270667316,0.00485080198783107
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.00517665443998531,0.0106399351181152,1434,-0.0301394464273911,0.0197861375474205
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.014909408099465,0.0107915334146036,1434,-0.0104090549234195,0.0402278711223494
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 4",-0.0169910269269062,0.00993378143597091,1434,-0.0402970825448866,0.0063150286910741
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 4",-0.0034805415094051,0.00993668583155639,1434,-0.0267934112500323,0.0198323282312221
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.0135104854175011,0.0102103454934524,1434,-0.010444428578041,0.0374653994130432
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.00593010047983868,0.0109451207510424,1434,-0.0197487001474445,0.0316089011071219
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 6",0.0155787125592093,0.0108176562503732,1434,-0.00980103832945606,0.0409584634478747
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.00964861207937064,0.0112541625764476,1434,-0.0167552443605054,0.0360524685192467
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 8",-0.0127063334794019,0.0104379385432813,1434,-0.0371952129453712,0.0117825459865673
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 8",-0.00179408032090746,0.0104719829822174,1434,-0.0263628328535876,0.0227746722117727
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.0109122531584945,0.0109466632987856,1434,-0.014770166503869,0.0365946728208579
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 12",-0.0137533733952858,0.0105676237024959,1434,-0.0385465125787618,0.0110397657881902
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.00563322685527649,0.0105341325655337,1434,-0.0303477910966942,0.0190813373861412
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.0081201465400093,0.0111321150662398,1434,-0.0179973691866878,0.0342376622667064
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 16",-0.00644178024667702,0.0113560564653092,1434,-0.0330846941548742,0.0202011336615202
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 16",-0.00286396069341782,0.0115519501680011,1434,-0.0299664689222247,0.024238547535389
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00357781955325919,0.0125801607018697,1434,-0.0259370159492847,0.0330926550558031
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 20",-0.0155113442589319,0.011140177420281,1434,-0.0416477754080094,0.0106250868901456
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 20",-0.00191308611515292,0.0109796877809506,1434,-0.0276729858814479,0.0238468136511421
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.013598258143779,0.0124567080730851,1434,-0.0156269400387589,0.0428234563263169
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.0100600401564628,0.0137938423196348,1434,-0.0424223443161815,0.022302264003256
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 24",-0.0107510094594942,0.0131917042521186,1434,-0.0417006125867121,0.0201985936677237
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",-0.000690969303031471,0.0152719922117543,1434,-0.0365212220802531,0.0351392834741901
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline Low Dose","WEEK 26",-0.0109384999346914,0.0138094212799929,1434,-0.0433373545378559,0.0214603546684731
"MCH","hetroscedastic","corCompSymm","Placebo - Xanomeline High Dose","WEEK 26",0.0031743962186891,0.0135441113103189,1434,-0.0286020036879348,0.0349507961253131
"MCH","hetroscedastic","corCompSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.0141128961533805,0.0155523389660564,1434,-0.0223750897429154,0.0506008820496764
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 2",-0.020146888534098,0.0104306711510804,1399,-0.0446193551702117,0.00432557810201571
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 2",-0.00516022253406971,0.0104407182600318,1399,-0.0296562617222311,0.0193358166540917
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",0.0149866660000283,0.0105947054543268,1399,-0.00987065832695025,0.0398439903270068
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 4",-0.0168161112444403,0.0100233341164987,1399,-0.0403328827153946,0.00670066022651396
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 4",-0.00336367643912435,0.0100248093003329,1399,-0.0268839089900649,0.0201565561118161
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",0.0134524348053159,0.0103037369068029,1399,-0.010722218390697,0.0376270880013289
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 6",0.00697811734483391,0.0108994001658325,1399,-0.0185940824732343,0.0325503171629021
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 6",0.0149592977963725,0.0107887141836059,1399,-0.0103532102944913,0.0402718058872363
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",0.0079811804515386,0.0112355479648565,1399,-0.0183796901699001,0.0343420510729773
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 8",-0.0122435029939875,0.0105396116940579,1399,-0.0369715662033915,0.0124845602154166
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 8",-0.00319715551002568,0.0105677535191831,1399,-0.0279912451396361,0.0215969341195848
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 8",0.0090463474839618,0.0110486462524853,1399,-0.0168760138743639,0.0349687088422875
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 12",-0.0137450786549164,0.0106757282271221,1399,-0.0387924988132443,0.0113023415034116
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 12",-0.00644864313386467,0.0106397372887091,1399,-0.0314116212628394,0.0185143349951101
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 12",0.0072964355210517,0.0112369111830027,1399,-0.0190676334861973,0.0336605045283007
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 16",-0.00886802312945406,0.0113373135754029,1399,-0.0354676564798417,0.0177316102209336
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 16",-0.0034018794969215,0.0115780902585626,1399,-0.030566423701082,0.023762664707239
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 16",0.00546614363253255,0.0126505887987473,1399,-0.024214699318064,0.0351469865831291
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 20",-0.018251665882448,0.0112204379667301,1399,-0.0445770853886457,0.00807375362374972
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 20",-0.00280293823571987,0.0110881529417318,1399,-0.0288179902867615,0.0232121138153218
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 20",0.0154487276467281,0.0126214608428329,1399,-0.014163775221148,0.0450612305146043
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 24",-0.0131815874951643,0.0138817782498604,1399,-0.0457510502026956,0.019387875212367
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 24",-0.0115595908869153,0.0133455266439005,1399,-0.0428708987408103,0.0197517169669798
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 24",0.00162199660824901,0.0154798238481382,1399,-0.034696804662486,0.037940797878984
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline Low Dose","WEEK 26",-0.0149618614473534,0.0134802443711111,1399,-0.0465892443683944,0.0166655214736876
"MCH","hetroscedastic","corSymm","Placebo - Xanomeline High Dose","WEEK 26",0.000457803999175631,0.0133003550502218,1399,-0.0307475221491138,0.031663130147465
"MCH","hetroscedastic","corSymm","Xanomeline Low Dose - Xanomeline High Dose","WEEK 26",0.015419665446529,0.0152374657442329,1399,-0.0203305146371408,0.0511698455301989
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 2",-0.104103522517589,0.121557083339528,1425,-0.389295500436273,0.181088455401096
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 2",-0.221934122272716,0.121188444783481,1425,-0.506261216335619,0.062392971790188
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 2",-0.117830599755127,0.12359485246887,1425,-0.407803503577697,0.172142304067443
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 4",-0.11150730472486,0.116396965799471,1425,-0.384592837777381,0.161578228327661
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 4",-0.271539107305367,0.116045167490507,1425,-0.54379926636235,0.000721051751616852
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 4",-0.160031802580507,0.119615442087966,1425,-0.44066838566963,0.120604780508616
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline Low Dose","WEEK 6",0.290130144677857,0.135893876531768,1425,-0.0286981981088914,0.608958487464605
"MCHC","hetroscedastic","corCAR1","Placebo - Xanomeline High Dose","WEEK 6",0.136742491959046,0.132489655753604,1425,-0.174099015093214,0.447583999011305
"MCHC","hetroscedastic","corCAR1","Xanomeline Low Dose - Xanomeline High Dose","WEEK 6",-0.153387652718811,0.139648173488162,1425,-0.481024164846851,0.174248859409229
